OOdist,OHOangle,E_hartree,E_kcalmol,E_kcalmol_scaled
4.0,105.9,-152.87570596,-95929.50548990001,-7.730099655441052
4.0,106.0,-152.87571136,-95929.5088784,-7.7334881554360635
4.0,106.1,-152.87571676,-95929.5122669,-7.736876655431075
4.0,106.2,-152.87572216,-95929.5156554,-7.740265155443922
4.0,106.3,-152.87572756,-95929.5190439,-7.7436536554389335
4.0,106.4,-152.87573296,-95929.5224324,-7.747042155433945
4.0,106.5,-152.87573835999999,-95929.52582089999,-7.750430655428957
4.0,106.6,-152.87574375999998,-95929.52920939999,-7.753819155423969
4.0,106.7,-152.8757491782178,-95929.53260933167,-7.757219087108922
4.0,106.8,-152.87575462376236,-95929.53602641087,-7.76063616631987
4.0,106.9,-152.87576006930692,-95929.5394434901,-7.7640532455308175
4.0,107.0,-152.87576551485148,-95929.5428605693,-7.767470324741765
4.0,107.1,-152.87577096039604,-95929.54627764851,-7.770887403952713
4.0,107.2,-152.8757764059406,-95929.54969472773,-7.774304483163661
4.0,107.3,-152.87578185148513,-95929.55311180692,-7.777721562356774
4.0,107.4,-152.8757872970297,-95929.55652888613,-7.781138641567722
4.0,107.5,-152.87579274257425,-95929.55994596535,-7.78455572077867
4.0,107.6,-152.8757981881188,-95929.56336304455,-7.787972799989618
4.0,107.7,-152.87580364705883,-95929.56678852941,-7.791398284854409
4.0,107.8,-152.8758091372549,-95929.57023362744,-7.79484338288178
4.0,107.9,-152.87581462745098,-95929.57367872549,-7.798288480926985
4.0,108.0,-152.87582011764704,-95929.57712382352,-7.801733578954355
4.0,108.1,-152.87582560784313,-95929.58056892156,-7.80517867699956
4.0,108.2,-152.8758310980392,-95929.58401401961,-7.808623775044765
4.0,108.3,-152.87583658823527,-95929.58745911764,-7.8120688730721355
4.0,108.4,-152.87584207843136,-95929.59090421569,-7.8155139711173405
4.0,108.5,-152.87584756862745,-95929.59434931373,-7.8189590691625455
4.0,108.6,-152.8758530588235,-95929.59779441175,-7.822404167189916
4.0,108.7,-152.87585855882352,-95929.60124566176,-7.825855417199037
4.0,108.8,-152.87586414705882,-95929.60475227941,-7.829362034847733
4.0,108.9,-152.87586973529412,-95929.60825889706,-7.83286865249643
4.0,109.0,-152.8758753235294,-95929.61176551471,-7.836375270145126
4.0,109.1,-152.8758809117647,-95929.61527213236,-7.839881887793823
4.0,109.2,-152.8758865,-95929.61877875001,-7.843388505442519
4.0,109.3,-152.87589208823528,-95929.62228536763,-7.846895123073381
4.0,109.4,-152.87589767647057,-95929.62579198528,-7.850401740722077
4.0,109.5,-152.87590326470587,-95929.62929860293,-7.853908358370774
4.0,109.6,-152.87590885294117,-95929.63280522058,-7.85741497601947
4.0,109.7,-152.87591444117646,-95929.63631183823,-7.8609215936681665
4.0,109.8,-152.8759201553398,-95929.63989747572,-7.8645072311616815
4.0,109.9,-152.87592588349514,-95929.6434918932,-7.868101648639936
4.0,110.0,-152.8759316116505,-95929.64708631068,-7.87169606611819
4.0,110.1,-152.87593733980583,-95929.65068072815,-7.875290483596444
4.0,110.2,-152.87594306796117,-95929.65427514564,-7.878884901074699
4.0,110.3,-152.87594879611652,-95929.65786956312,-7.882479318552953
4.0,110.4,-152.87595452427186,-95929.66146398059,-7.886073736031207
4.0,110.5,-152.8759602524272,-95929.66505839807,-7.8896681535094615
4.0,110.6,-152.87596598058252,-95929.66865281553,-7.893262570969881
4.0,110.7,-152.87597170873786,-95929.67224723301,-7.896856988448135
4.0,110.8,-152.87597749514563,-95929.67587820388,-7.900487959323144
4.0,110.9,-152.87598332038837,-95929.6795335437,-7.904143299141211
4.0,111.0,-152.87598914563108,-95929.6831888835,-7.907798638941443
4.0,111.1,-152.8759949708738,-95929.68684422331,-7.911453978741676
4.0,111.2,-152.8760007961165,-95929.6904995631,-7.915109318541909
4.0,111.3,-152.87600662135924,-95929.69415490293,-7.918764658359976
4.0,111.4,-152.87601244660195,-95929.69781024272,-7.922419998160208
4.0,111.5,-152.87601827184466,-95929.70146558252,-7.926075337960441
4.0,111.6,-152.8760240970874,-95929.70512092234,-7.929730677778508
4.0,111.7,-152.8760299223301,-95929.70877626214,-7.933386017578741
4.0,111.8,-152.87603578846154,-95929.71245725961,-7.937067015051866
4.0,111.9,-152.87604175,-95929.71619812501,-7.940807880446243
4.0,112.0,-152.87604771153846,-95929.71993899038,-7.944548745822786
4.0,112.1,-152.8760536730769,-95929.72367985576,-7.948289611199328
4.0,112.2,-152.8760596346154,-95929.72742072116,-7.9520304765937055
4.0,112.3,-152.87606559615384,-95929.73116158653,-7.955771341970248
4.0,112.4,-152.8760715576923,-95929.73490245192,-7.959512207364625
4.0,112.5,-152.87607751923076,-95929.73864331731,-7.963253072741168
4.0,112.6,-152.8760834807692,-95929.74238418268,-7.96699393811771
4.0,112.7,-152.8760894423077,-95929.74612504807,-7.970734803512087
4.0,112.8,-152.87609540384614,-95929.74986591344,-7.97447566888863
4.0,112.9,-152.87610145192306,-95929.75366108172,-7.97827083715994
4.0,113.0,-152.87610750961537,-95929.75746228364,-7.982072039080279
4.0,113.1,-152.8761135673077,-95929.76126348558,-7.985873241018453
4.0,113.2,-152.876119625,-95929.7650646875,-7.989674442938792
4.0,113.3,-152.8761256826923,-95929.76886588942,-7.9934756448591315
4.0,113.4,-152.8761317403846,-95929.77266709134,-7.997276846779471
4.0,113.5,-152.8761377980769,-95929.77646829326,-8.00107804869981
4.0,113.6,-152.87614385576924,-95929.7802694952,-8.004879250637984
4.0,113.7,-152.87614991346155,-95929.78407069712,-8.008680452558323
4.0,113.8,-152.87615597115385,-95929.78787189904,-8.012481654478663
4.0,113.9,-152.87616206603775,-95929.79169643868,-8.016306194126344
4.0,114.0,-152.87616819811322,-95929.79554431605,-8.020154071483532
4.0,114.1,-152.8761743301887,-95929.7993921934,-8.02400194884072
4.0,114.2,-152.87618046226416,-95929.80324007076,-8.027849826197908
4.0,114.3,-152.87618659433963,-95929.80708794812,-8.031697703555096
4.0,114.4,-152.8761927264151,-95929.81093582547,-8.035545580912284
4.0,114.5,-152.87619885849057,-95929.81478370284,-8.039393458269473
4.0,114.6,-152.87620499056604,-95929.81863158019,-8.04324133562666
4.0,114.7,-152.8762111226415,-95929.82247945755,-8.047089212983849
4.0,114.8,-152.87621725471698,-95929.8263273349,-8.050937090341037
4.0,114.9,-152.87622338679245,-95929.83017521226,-8.054784967698225
4.0,115.0,-152.87622965714286,-95929.83410985714,-8.058719612581342
4.0,115.1,-152.87623594285716,-95929.83805414288,-8.0626638983086
4.0,115.2,-152.87624222857144,-95929.84199842859,-8.066608184018023
4.0,115.3,-152.87624851428572,-95929.8459427143,-8.070552469727446
4.0,115.4,-152.8762548,-95929.849887,-8.074496755436869
4.0,115.5,-152.8762610857143,-95929.85383128573,-8.078441041164126
4.0,115.6,-152.87626737142858,-95929.85777557144,-8.082385326873549
4.0,115.7,-152.87627365714286,-95929.86171985714,-8.086329612582972
4.0,115.8,-152.87627994285717,-95929.86566414287,-8.09027389831023
4.0,115.9,-152.87628622857144,-95929.86960842858,-8.094218184019653
4.0,116.0,-152.8762925046729,-95929.87354668224,-8.098156437685162
4.0,116.1,-152.87629876635515,-95929.87747588786,-8.10208564329372
4.0,116.2,-152.8763050280374,-95929.88140509346,-8.106014848902277
4.0,116.3,-152.87631128971964,-95929.88533429908,-8.109944054510834
4.0,116.4,-152.87631755140188,-95929.88926350468,-8.11387326011939
4.0,116.5,-152.87632381308413,-95929.8931927103,-8.117802465727948
4.0,116.6,-152.87633007476637,-95929.8971219159,-8.121731671336505
4.0,116.7,-152.87633633644862,-95929.9010511215,-8.125660876945062
4.0,116.8,-152.87634259813086,-95929.90498032712,-8.12959008255362
4.0,116.9,-152.8763488598131,-95929.90890953272,-8.133519288162177
4.0,117.0,-152.87635512149535,-95929.91283873834,-8.137448493770734
4.0,117.1,-152.87636131775702,-95929.91672689252,-8.141336647965858
4.0,117.2,-152.87636748598132,-95929.92059745328,-8.145207208715917
4.0,117.3,-152.87637365420562,-95929.92446801403,-8.149077769465976
4.0,117.4,-152.87637982242993,-95929.92833857478,-8.152948330216034
4.0,117.5,-152.8763859906542,-95929.93220913551,-8.156818890948259
4.0,117.6,-152.8763921588785,-95929.93607969626,-8.160689451698317
4.0,117.7,-152.8763983271028,-95929.93995025702,-8.164560012448376
4.0,117.8,-152.8764044953271,-95929.94382081776,-8.168430573198435
4.0,117.9,-152.87641066355138,-95929.94769137849,-8.17230113393066
4.0,118.0,-152.87641683177569,-95929.95156193925,-8.176171694680718
4.0,118.1,-152.876423,-95929.95543249999,-8.180042255430777
4.0,118.2,-152.87642957407405,-95929.95955773146,-8.184167486905807
4.0,118.3,-152.87643614814814,-95929.96368296296,-8.188292718398671
4.0,118.4,-152.8764427222222,-95929.96780819443,-8.1924179498737
4.0,118.5,-152.8764492962963,-95929.97193342593,-8.196543181366565
4.0,118.6,-152.87645587037036,-95929.9760586574,-8.200668412841594
4.0,118.7,-152.87646244444446,-95929.9801838889,-8.204793644334458
4.0,118.8,-152.87646901851852,-95929.98430912037,-8.208918875809488
4.0,118.9,-152.87647559259258,-95929.98843435185,-8.213044107284517
4.0,119.0,-152.87648216666668,-95929.99255958333,-8.217169338777381
4.0,119.1,-152.87648874074074,-95929.99668481482,-8.221294570252411
4.0,119.2,-152.87649533333334,-95930.00082166668,-8.22543142210769
4.0,119.3,-152.87650200000002,-95930.00500500001,-8.229614755448296
4.0,119.4,-152.87650866666667,-95930.00918833334,-8.233798088771067
4.0,119.5,-152.87651533333334,-95930.01337166668,-8.237981422111673
4.0,119.6,-152.876522,-95930.017555,-8.242164755434445
4.0,119.7,-152.87652866666667,-95930.02173833334,-8.24634808877505
4.0,119.8,-152.87653533333332,-95930.02592166666,-8.250531422097822
4.0,119.9,-152.876542,-95930.030105,-8.254714755438428
4.0,120.0,-152.87654866666668,-95930.03428833334,-8.258898088779034
4.0,120.1,-152.87655533333333,-95930.03847166666,-8.263081422101806
4.0,120.2,-152.876562,-95930.042655,-8.267264755442412
4.0,120.3,-152.87656867889908,-95930.04684600917,-8.271455764608433
4.0,120.4,-152.87657537614677,-95930.0510485321,-8.27565828753933
4.0,120.5,-152.8765820733945,-95930.05525105505,-8.27986081048806
4.0,120.6,-152.8765887706422,-95930.05945357798,-8.284063333418956
4.0,120.7,-152.8765954678899,-95930.06365610092,-8.288265856349852
4.0,120.8,-152.87660216513763,-95930.06785862386,-8.292468379298583
4.0,120.9,-152.87660886238532,-95930.0720611468,-8.29667090222948
4.0,121.0,-152.87661555963302,-95930.07626366972,-8.300873425160376
4.0,121.1,-152.87662225688075,-95930.08046619267,-8.305075948109106
4.0,121.2,-152.87662895412845,-95930.0846687156,-8.309278471040003
4.0,121.3,-152.87663565137615,-95930.08887123853,-8.313480993970899
4.0,121.4,-152.87664230275232,-95930.09304497708,-8.31765473251636
4.0,121.5,-152.8766489082569,-95930.0971899312,-8.321799686640716
4.0,121.6,-152.87665551376148,-95930.10133488533,-8.325944640765073
4.0,121.7,-152.87666211926606,-95930.10547983945,-8.33008959488943
4.0,121.8,-152.87666872477064,-95930.10962479358,-8.334234549013786
4.0,121.9,-152.87667533027525,-95930.11376974772,-8.338379503155977
4.0,122.0,-152.87668193577983,-95930.11791470184,-8.342524457280334
4.0,122.1,-152.8766885412844,-95930.12205965597,-8.34666941140469
4.0,122.2,-152.876695146789,-95930.12620461009,-8.350814365529047
4.0,122.3,-152.87670175229357,-95930.13034956422,-8.354959319653403
4.0,122.4,-152.87670835779818,-95930.13449451835,-8.359104273795595
4.0,122.5,-152.87671505405405,-95930.13869641892,-8.363306174351663
4.0,122.6,-152.8767218108108,-95930.14293628378,-8.36754603921932
4.0,122.7,-152.87672856756757,-95930.14717614865,-8.371785904086977
4.0,122.8,-152.87673532432433,-95930.15141601351,-8.376025768954634
4.0,122.9,-152.8767420810811,-95930.15565587838,-8.38026563382229
4.0,123.0,-152.87674883783785,-95930.15989574326,-8.384505498689947
4.0,123.1,-152.8767555945946,-95930.16413560812,-8.388745363557604
4.0,123.2,-152.87676235135135,-95930.16837547297,-8.392985228407426
4.0,123.3,-152.8767691081081,-95930.17261533784,-8.397225093275082
4.0,123.4,-152.87677586486487,-95930.1768552027,-8.40146495814274
4.0,123.5,-152.87678262162163,-95930.18109506757,-8.405704823010396
4.0,123.6,-152.87678946846847,-95930.18539146397,-8.410001219405103
4.0,123.7,-152.8767964054054,-95930.18974439189,-8.414354147326861
4.0,123.8,-152.87680334234236,-95930.19409731982,-8.418707075266454
4.0,123.9,-152.87681027927928,-95930.19845024776,-8.423060003188212
4.0,124.0,-152.8768172162162,-95930.20280317568,-8.42741293110997
4.0,124.1,-152.87682415315314,-95930.2071561036,-8.431765859031728
4.0,124.2,-152.8768310900901,-95930.21150903153,-8.43611878697132
4.0,124.3,-152.87683802702702,-95930.21586195946,-8.440471714893079
4.0,124.4,-152.87684496396395,-95930.22021488738,-8.444824642814837
4.0,124.5,-152.8768519009009,-95930.22456781531,-8.44917757075443
4.0,124.6,-152.87685883783783,-95930.22892074323,-8.453530498676187
4.0,124.7,-152.87686577477476,-95930.23327367115,-8.457883426597945
4.0,124.8,-152.8768727117117,-95930.2376265991,-8.462236354537538
4.0,124.9,-152.87687964864864,-95930.24197952703,-8.466589282459296
4.0,125.0,-152.87688658558557,-95930.24633245495,-8.470942210381054
4.0,125.1,-152.87689352252252,-95930.25068538288,-8.475295138320647
4.0,125.2,-152.87690045945945,-95930.2550383108,-8.479648066242405
4.0,125.3,-152.87690739639638,-95930.25939123872,-8.484000994164163
4.0,125.4,-152.87691433333333,-95930.26374416666,-8.488353922103755
4.0,125.5,-152.87692127027026,-95930.26809709458,-8.492706850025513
4.0,125.6,-152.8769282072072,-95930.27245002252,-8.497059777947271
4.0,125.7,-152.87693514414414,-95930.27680295045,-8.501412705886864
4.0,125.8,-152.8769420892857,-95930.28116102678,-8.50577078221832
4.0,125.9,-152.87694905357142,-95930.28553111607,-8.51014087150574
4.0,126.0,-152.87695601785714,-95930.28990120535,-8.51451096079316
4.0,126.1,-152.87696298214286,-95930.29427129464,-8.51888105008058
4.0,126.2,-152.87696994642857,-95930.29864138392,-8.523251139368
4.0,126.3,-152.8769769107143,-95930.30301147322,-8.52762122865542
4.0,126.4,-152.87698387499998,-95930.30738156248,-8.531991317925005
4.0,126.5,-152.8769908392857,-95930.31175165178,-8.536361407212425
4.0,126.6,-152.8769978035714,-95930.31612174107,-8.540731496499845
4.0,126.7,-152.87700476785713,-95930.32049183035,-8.545101585787265
4.0,126.8,-152.87701173214285,-95930.32486191964,-8.549471675074685
4.0,126.9,-152.87701869911504,-95930.32923369469,-8.553843450126308
4.0,127.0,-152.87702569026547,-95930.33362064158,-8.558230397020097
4.0,127.1,-152.87703268141593,-95930.33800758849,-8.56261734393172
4.0,127.2,-152.87703967256635,-95930.34239453539,-8.567004290825508
4.0,127.3,-152.8770466637168,-95930.3467814823,-8.571391237737132
4.0,127.4,-152.87705365486724,-95930.35116842919,-8.57577818463092
4.0,127.5,-152.8770606460177,-95930.35555537611,-8.580165131542543
4.0,127.6,-152.87706763716812,-95930.359942323,-8.584552078436332
4.0,127.7,-152.87707462831858,-95930.36432926991,-8.588939025347955
4.0,127.8,-152.877081619469,-95930.3687162168,-8.593325972241743
4.0,127.9,-152.87708861061947,-95930.37310316371,-8.597712919153366
4.0,128.0,-152.8770956017699,-95930.37749011061,-8.602099866047155
4.0,128.1,-152.87710259292035,-95930.38187705752,-8.606486812958778
4.0,128.2,-152.87710958407078,-95930.38626400441,-8.610873759852566
4.0,128.3,-152.87711657522124,-95930.39065095133,-8.61526070676419
4.0,128.4,-152.87712356637167,-95930.39503789823,-8.619647653657978
4.0,128.5,-152.87713055752212,-95930.39942484513,-8.624034600569601
4.0,128.6,-152.87713754867255,-95930.40381179203,-8.62842154746339
4.0,128.7,-152.877144539823,-95930.40819873894,-8.632808494375013
4.0,128.8,-152.87715153097344,-95930.41258568583,-8.637195441268801
4.0,128.9,-152.8771585221239,-95930.41697263274,-8.641582388180424
4.0,129.0,-152.87716551327432,-95930.42135957963,-8.645969335074213
4.0,129.1,-152.87717250442478,-95930.42574652655,-8.650356281985836
4.0,129.2,-152.87717950877192,-95930.43014175438,-8.654751509815952
4.0,129.3,-152.87718652631577,-95930.43454526314,-8.659155018582396
4.0,129.4,-152.87719354385965,-95930.43894877193,-8.663558527366675
4.0,129.5,-152.8772005614035,-95930.4433522807,-8.667962036133119
4.0,129.6,-152.87720757894735,-95930.44775578946,-8.672365544899563
4.0,129.7,-152.87721459649123,-95930.45215929825,-8.676769053683842
4.0,129.8,-152.87722161403508,-95930.45656280701,-8.681172562450286
4.0,129.9,-152.87722863157893,-95930.46096631578,-8.68557607121673
4.0,130.0,-152.8772356491228,-95930.46536982457,-8.689979580001008
4.0,130.1,-152.87724266666666,-95930.46977333333,-8.694383088767452
4.0,130.2,-152.8772496842105,-95930.4741768421,-8.698786597533896
4.0,130.3,-152.87725671304347,-95930.47858743477,-8.703197190212464
4.0,130.4,-152.87726384347826,-95930.48306178261,-8.70767153804664
4.0,130.5,-152.87727097391303,-95930.48753613043,-8.71214588586298
4.0,130.6,-152.87727810434782,-95930.49201047827,-8.716620233697157
4.0,130.7,-152.8772852347826,-95930.49648482607,-8.721094581513498
4.0,130.8,-152.8772923652174,-95930.5009591739,-8.725568929347673
4.0,130.9,-152.87729949565218,-95930.50543352174,-8.73004327718185
4.0,131.0,-152.87730662608695,-95930.50990786956,-8.73451762499819
4.0,131.1,-152.87731375652174,-95930.5143822174,-8.738991972832366
4.0,131.2,-152.87732088695654,-95930.51885656524,-8.743466320666542
4.0,131.3,-152.8773280173913,-95930.52333091304,-8.747940668482883
4.0,131.4,-152.8773351478261,-95930.52780526088,-8.752415016317059
4.0,131.5,-152.87734227826087,-95930.5322796087,-8.7568893641334
4.0,131.6,-152.87734940869566,-95930.53675395653,-8.761363711967576
4.0,131.7,-152.87735653913043,-95930.54122830434,-8.765838059783917
4.0,131.8,-152.87736366956523,-95930.54570265218,-8.770312407618093
4.0,131.9,-152.8773708,-95930.550177,-8.774786755434434
4.0,132.0,-152.8773779304348,-95930.55465134783,-8.77926110326861
4.0,132.1,-152.87738506086956,-95930.55912569565,-8.78373545108495
4.0,132.2,-152.87739219130435,-95930.56360004348,-8.788209798919127
4.0,132.3,-152.87739932173912,-95930.5680743913,-8.792684146735468
4.0,132.4,-152.87740645217391,-95930.57254873913,-8.797158494569643
4.0,132.5,-152.8774135826087,-95930.57702308697,-8.80163284240382
4.0,132.6,-152.87742071551725,-95930.58149898707,-8.806108742510048
4.0,132.7,-152.87742787068964,-95930.58598885775,-8.810598613189597
4.0,132.8,-152.87743502586207,-95930.59047872845,-8.815088483886981
4.0,132.9,-152.87744218103447,-95930.59496859912,-8.81957835456653
4.0,133.0,-152.8774493362069,-95930.59945846982,-8.824068225263915
4.0,133.1,-152.87745649137932,-95930.60394834052,-8.828558095961299
4.0,133.2,-152.87746364655172,-95930.6084382112,-8.833047966640848
4.0,133.3,-152.87747080172414,-95930.6129280819,-8.837537837338232
4.0,133.4,-152.87747795689654,-95930.61741795258,-8.842027708017781
4.0,133.5,-152.87748511206897,-95930.62190782328,-8.846517578715165
4.0,133.6,-152.87749226724137,-95930.62639769395,-8.851007449394714
4.0,133.7,-152.8774994224138,-95930.63088756465,-8.855497320092098
4.0,133.8,-152.87750654700855,-95930.63535824786,-8.859968003303678
4.0,133.9,-152.87751364102564,-95930.63980974359,-8.864419499029452
4.0,134.0,-152.87752073504274,-95930.64426123931,-8.868870994755227
4.0,134.1,-152.87752782905983,-95930.64871273504,-8.873322490481002
4.0,134.2,-152.87753492307692,-95930.65316423077,-8.877773986206776
4.0,134.3,-152.87754201709402,-95930.6576157265,-8.88222548193255
4.0,134.4,-152.8775491111111,-95930.66206722222,-8.886676977658325
4.0,134.5,-152.8775562051282,-95930.66651871795,-8.8911284733841
4.0,134.6,-152.8775632991453,-95930.67097021367,-8.895579969109875
4.0,134.7,-152.8775703931624,-95930.6754217094,-8.90003146483565
4.0,134.8,-152.87757748717948,-95930.67987320512,-8.904482960561424
4.0,134.9,-152.8775845811966,-95930.68432470087,-8.908934456305033
4.0,135.0,-152.87759174358976,-95930.68881910258,-8.913428858013148
4.0,135.1,-152.87759892307693,-95930.69332423077,-8.91793398621239
4.0,135.2,-152.8776061025641,-95930.69782935898,-8.922439114411631
4.0,135.3,-152.8776132820513,-95930.70233448718,-8.926944242628707
4.0,135.4,-152.87762046153847,-95930.70683961539,-8.931449370827949
4.0,135.5,-152.87762764102564,-95930.71134474358,-8.93595449902719
4.0,135.6,-152.8776348205128,-95930.71584987179,-8.940459627226431
4.0,135.7,-152.877642,-95930.72035500001,-8.944964755443507
4.0,135.8,-152.87764917948718,-95930.7248601282,-8.949469883642749
4.0,135.9,-152.87765635897435,-95930.7293652564,-8.95397501184199
4.0,136.0,-152.87766353846155,-95930.73387038462,-8.958480140059066
4.0,136.1,-152.87767071794872,-95930.73837551282,-8.962985268258308
4.0,136.2,-152.8776778974359,-95930.74288064102,-8.96749039645755
4.0,136.3,-152.8776850769231,-95930.74738576924,-8.971995524674625
4.0,136.4,-152.87769225641026,-95930.75189089743,-8.976500652873867
4.0,136.5,-152.87769943589743,-95930.75639602564,-8.981005781073108
4.0,136.6,-152.87770661538462,-95930.76090115386,-8.985510909290184
4.0,136.7,-152.8777137948718,-95930.76540628205,-8.990016037489426
4.0,136.8,-152.87772097435897,-95930.76991141024,-8.994521165688667
4.0,136.9,-152.87772815384616,-95930.77441653846,-8.999026293905743
4.0,137.0,-152.87773533333333,-95930.77892166667,-9.003531422104984
4.0,137.1,-152.87774251282053,-95930.78342679488,-9.00803655032206
4.0,137.2,-152.8777496923077,-95930.78793192309,-9.012541678521302
4.0,137.3,-152.8777568235294,-95930.79240676471,-9.017016520142676
4.0,137.4,-152.87776388235295,-95930.79683617648,-9.021445931915082
4.0,137.5,-152.87777094117646,-95930.80126558823,-9.025875343669654
4.0,137.6,-152.877778,-95930.805695,-9.03030475544206
4.0,137.7,-152.87778505882355,-95930.81012441177,-9.034734167214467
4.0,137.8,-152.87779211764706,-95930.81455382353,-9.039163578969038
4.0,137.9,-152.8777991764706,-95930.81898323531,-9.043592990741445
4.0,138.0,-152.87780623529412,-95930.82341264706,-9.048022402496017
4.0,138.1,-152.87781329411766,-95930.82784205883,-9.052451814268423
4.0,138.2,-152.87782035294117,-95930.83227147059,-9.056881226022995
4.0,138.3,-152.8778274117647,-95930.83670088236,-9.061310637795401
4.0,138.4,-152.87783447058823,-95930.84113029411,-9.065740049549973
4.0,138.5,-152.87784155932204,-95930.84557847457,-9.070188230015575
4.0,138.6,-152.8778486779661,-95930.85004542374,-9.074655179174371
4.0,138.7,-152.87785579661016,-95930.85451237288,-9.079122128315333
4.0,138.8,-152.87786291525424,-95930.85897932203,-9.08358907747413
4.0,138.9,-152.87787003389832,-95930.86344627119,-9.088056026632927
4.0,139.0,-152.87787715254237,-95930.86791322034,-9.092522975773889
4.0,139.1,-152.87788427118645,-95930.8723801695,-9.096989924932686
4.0,139.2,-152.87789138983052,-95930.87684711865,-9.101456874091483
4.0,139.3,-152.87789850847457,-95930.8813140678,-9.105923823232445
4.0,139.4,-152.87790562711865,-95930.88578101696,-9.110390772391241
4.0,139.5,-152.87791274576273,-95930.89024796612,-9.114857721550038
4.0,139.6,-152.87791986440678,-95930.89471491525,-9.119324670691
4.0,139.7,-152.87792695833335,-95930.89916635418,-9.123776109613502
4.0,139.8,-152.87793404166666,-95930.90361114583,-9.128220901268946
4.0,139.9,-152.877941125,-95930.9080559375,-9.132665692942226
4.0,140.0,-152.87794820833335,-95930.91250072917,-9.137110484615505
4.0,140.1,-152.87795529166667,-95930.91694552083,-9.14155527627095
4.0,140.2,-152.877962375,-95930.9213903125,-9.146000067944229
4.0,140.3,-152.87796945833333,-95930.92583510416,-9.150444859599673
4.0,140.4,-152.87797654166667,-95930.93027989584,-9.154889651272953
4.0,140.5,-152.877983625,-95930.93472468751,-9.159334442946232
4.0,140.6,-152.87799070833333,-95930.93916947917,-9.163779234601677
4.0,140.7,-152.87799779166667,-95930.94361427084,-9.168224026274956
4.0,140.8,-152.878004875,-95930.94805906249,-9.1726688179304
4.0,140.9,-152.8780119,-95930.95246725,-9.177077005431755
4.0,141.0,-152.8780189,-95930.95685975,-9.1814695054385
4.0,141.1,-152.8780259,-95930.96125225001,-9.185862005445244
4.0,141.2,-152.8780329,-95930.96564475,-9.190254505434154
4.0,141.3,-152.8780399,-95930.97003725001,-9.194647005440899
4.0,141.4,-152.87804690000002,-95930.97442975001,-9.199039505447644
4.0,141.5,-152.8780539,-95930.97882224999,-9.203432005436554
4.0,141.6,-152.8780609,-95930.98321475,-9.207824505443298
4.0,141.7,-152.87806790000002,-95930.98760725002,-9.212217005450043
4.0,141.8,-152.8780749,-95930.99199975,-9.216609505438953
4.0,141.9,-152.8780819,-95930.99639225,-9.221002005445698
4.0,142.0,-152.87808890000002,-95931.00078475001,-9.225394505452442
4.0,142.1,-152.8780958016529,-95931.00511553719,-9.229725292635393
4.0,142.2,-152.87810266115704,-95931.00941987605,-9.234029631483125
4.0,142.3,-152.87810952066116,-95931.01372421488,-9.238333970313022
4.0,142.4,-152.8781163801653,-95931.01802855372,-9.242638309160753
4.0,142.5,-152.87812323966943,-95931.02233289256,-9.246942648008485
4.0,142.6,-152.87813009917357,-95931.02663723142,-9.251246986856216
4.0,142.7,-152.8781369586777,-95931.03094157025,-9.255551325686113
4.0,142.8,-152.87814381818183,-95931.0352459091,-9.259855664533845
4.0,142.9,-152.87815067768597,-95931.03955024794,-9.264160003381576
4.0,143.0,-152.87815753719008,-95931.04385458678,-9.268464342211473
4.0,143.1,-152.87816439669422,-95931.04815892562,-9.272768681059205
4.0,143.2,-152.87817125619836,-95931.05246326447,-9.277073019906936
4.0,143.3,-152.87817811570247,-95931.0567676033,-9.281377358736833
4.0,143.4,-152.8781849752066,-95931.06107194215,-9.285681697584565
4.0,143.5,-152.87819183471075,-95931.065376281,-9.289986036432296
4.0,143.6,-152.8781986942149,-95931.06968061984,-9.294290375280028
4.0,143.7,-152.878205553719,-95931.07398495867,-9.298594714109925
4.0,143.8,-152.87821241322314,-95931.07828929753,-9.302899052957656
4.0,143.9,-152.87821927272728,-95931.08259363637,-9.307203391805388
4.0,144.0,-152.8782261322314,-95931.0868979752,-9.311507730635284
4.0,144.1,-152.87823299173553,-95931.09120231404,-9.315812069483016
4.0,144.2,-152.87823985123967,-95931.0955066529,-9.320116408330748
4.0,144.3,-152.87824671074378,-95931.09981099173,-9.324420747160644
4.0,144.4,-152.87825357024792,-95931.10411533057,-9.328725086008376
4.0,144.5,-152.87826042975206,-95931.10841966941,-9.333029424856107
4.0,144.6,-152.8782672892562,-95931.11272400827,-9.337333763703839
4.0,144.7,-152.8782741487603,-95931.1170283471,-9.341638102533736
4.0,144.8,-152.87828100826445,-95931.12133268594,-9.345942441381467
4.0,144.9,-152.8782878677686,-95931.12563702479,-9.350246780229199
4.0,145.0,-152.87829472727273,-95931.12994136364,-9.35455111907693
4.0,145.1,-152.87830158677687,-95931.13424570249,-9.358855457924662
4.0,145.2,-152.87830844628098,-95931.13855004132,-9.363159796754559
4.0,145.3,-152.87831530578512,-95931.14285438016,-9.36746413560229
4.0,145.4,-152.87832216528926,-95931.14715871902,-9.371768474450022
4.0,145.5,-152.8783290247934,-95931.15146305786,-9.376072813297753
4.0,145.6,-152.87833588429754,-95931.1557673967,-9.380377152145485
4.0,145.7,-152.878342699187,-95931.16004373983,-9.38465349527263
4.0,145.8,-152.87834944715448,-95931.16427808943,-9.3888878448724
4.0,145.9,-152.87835619512197,-95931.16851243904,-9.39312219447217
